ID,FirstName,LastName,PhoneNumber,Email,Gender,MaritalStatus,Street,City,State,PostalCode,ProductCode,Price,Discount,SKU,TransactionAmount,TransactionDate
8105,Colleen,Simpson,8318745320,colleen.simpson@example.com,Male,S,824 Emily Grove Apt. 301,Phillipsmouth,Maryland,25150,PRD-3820,3261.79,0.1,SKU76459,36695.89,2024-03-25
8106,Kathy,Allen,6774197328,kathy.allen@yahoo.com,M,Single,42417 Brett Coves Apt. 732,Michelleborough,Kansas,70821,PRD-5834,3381.79,0.3,SKU89463,14051.2,2023-06-22
8107,Mathew,Fisher,9886351570,mathew.fisher@outlook.com,Unknown,Unknown,674 Roman Lane,Brianmouth,Florida,84862,PRD-8670,2008.08,0.1,SKU63434,82131.41,2024-07-11
8108,Michael,Mills,9332718663,michael.mills@gmail.com,Male,M,3826 Evans Squares Suite 776,East Jenniferchester,Maine,16121,PRD-7097,2319.53,0.1,SKU22260,83011.97,2024-11-30
8109,Wendy,Hoover,9636753010,wendy.hoover@yahoo.com,M,Unknown,1263 Suarez Highway Suite 859,Hendersonfort,Kansas,86967,PRD-8785,1158.42,0,SKU62645,31821.79,2025-04-05
8110,Leslie,Lewis,8870968274,leslie.lewis@example.com,Male,M,5025 Peters Spring Apt. 499,South Scott,New Mexico,90377,PRD-6504,4926.06,0.3,SKU73246,16095.62,2023-10-31
8111,Frederick,Smith,6183949013,frederick.smith@yahoo.com,Female,Single,77468 Gomez Pines,Shaneland,Nebraska,18565,PRD-4762,2734.3,0.3,SKU19412,46128.03,2024-10-18
8112,Christopher,Payne,8132521232,christopher.payne@yahoo.com,Other,single,81962 Davis Burg Suite 195,Jonesville,North Dakota,82103,PRD-8947,855.72,0.1,SKU62207,94209.9,2023-12-17
8113,Martin,Lutz,7478671420,martin.lutz@yahoo.com,Male,single,2433 Sandra Junctions,New Davidburgh,New York,62507,PRD-2921,3490.75,0.1,SKU96856,92892.68,2024-06-29
8114,Julie,Jimenez,6130282561,julie.jimenez@gmail.com,male,M,0111 Johnson Fort,South Alicia,California,91370,PRD-9635,912.78,0.3,SKU78522,92631.51,2024-09-26
8115,Rebecca,Smith,7857722591,rebecca.smith@gmail.com,F,Divorced,4201 Berger Ways Apt. 703,Reyesmouth,Hawaii,5194,PRD-2365,489.16,0.2,SKU52770,90781.57,2023-10-08
8116,Chad,Roberts,6112783506,chad.roberts@example.com,Other,Unknown,6979 David Islands,East Bradleyborough,Wyoming,49110,PRD-2401,288.06,0.1,SKU31768,5315.67,2024-03-09
8117,Samantha,Jackson,8944408500,samantha.jackson@outlook.com,female,Unknown,889 John Turnpike,Hudsonburgh,Mississippi,97837,PRD-4761,2559.36,0.3,SKU89866,91168.52,2025-03-06
8118,Erica,Lopez,7617546542,,Female,S,01583 Melendez Falls Apt. 463,,Alaska,23653,PRD-5093,1632,0.3,SKU61243,54457.3,2024-06-13
8119,Michael,Miller,6487446410,michael.miller@example.com,Unknown,single,54973 Rodriguez Loop,Richardton,Alabama,24983,PRD-4148,4458.39,0.1,SKU11186,18643.06,2024-07-14
8120,Susan,Vargas,7905685022,susan.vargas@yahoo.com,Unknown,single,37492 Jaime Turnpike Apt. 184,West Melissa,Utah,22741,PRD-8627,3900.2,0.3,SKU72705,93191.49,2024-05-13
8121,Richard,Bowman,9494904998,richard.bowman@gmail.com,Male,S,76234 Amanda Lock,Port Anita,Nebraska,37515,PRD-2044,3475.69,0.1,SKU69689,49249.78,2024-02-01
8122,Erik,Harvey,9761640572,erik.harvey@yahoo.com,F,Unknown,14357 Kenneth Rue Apt. 491,North Brianview,Mississippi,47835,PRD-7992,2634.53,0,SKU18362,28711.62,2023-10-30
8123,Elizabeth,Simon,9598397170,elizabeth.simon@outlook.com,Unknown,S,699 Jesse Fall,Robinsonhaven,Delaware,4542,PRD-6822,4813.07,0,SKU55945,89182.53,2024-05-18
8124,Theodore,Anderson,6285811460,theodore.anderson@gmail.com,M,single,2292 Scott Streets Suite 051,Lisatown,Alabama,5992,PRD-7720,4331.43,0,SKU50608,84750.88,2023-10-10
8125,Manuel,Perry,6784555047,manuel.perry@example.com,female,Married,4493 Amy Square Suite 545,Carrilloshire,New Mexico,98888,PRD-2160,1370.73,0.1,SKU33059,99927.18,2024-08-22
8126,Dustin,Turner,7501949079,dustin.turner@yahoo.com,Male,Divorced,8119 Virginia Gardens Suite 069,West Timothy,Alabama,17937,PRD-7642,1728.76,0,SKU84382,24638.9,2024-09-21
8127,Bradley,Hamilton,7939040463,bradley.hamilton@outlook.com,M,Single,20576 Lee Extensions Suite 530,Coopershire,Alabama,XXXXX,PRD-6468,2758.83,0,SKU64667,52398.1,2024-08-20
8128,David,Fernandez,,david.fernandez@outlook.com,,Married,40120 Vasquez Lock,Lake Keith,Oregon,72663,PRD-3616,1806.69,0.3,SKU32180,87132.15,2025-05-13
8129,Troy,Flores,6812997717,troy.flores@yahoo.com,Female,Single,782 Summer Land,Lewishaven,New Jersey,95264,PRD-3265,945.67,0.1,SKU27872,15790.72,2023-10-20
8130,Austin,Olsen,9202757363,austin.olsen@outlook.com,F,M,0692 Austin Islands,Taylorchester,Indiana,3814,PRD-8209,530.38,0.3,SKU14749,10259.08,2025-03-02
8131,Lynn,Moore,6637990709,,Female,Single,11175 Hall Springs,East Daniel,Utah,18567,PRD-6056,3316.25,0.1,SKU18090,87626.98,2024-02-19
8132,Michael,Cross,7299856157,michael.cross@gmail.com,Male,Married,4817 Brad Mill Apt. 527,North Saraborough,Oklahoma,58771,PRD-8911,4129.4,0.3,SKU91772,63220.28,2024-03-09
8133,Steven,Peters,6419191807,steven.peters@yahoo.com,F,single,1259 Adam Walks,East Christinatown,Virginia,63039,PRD-5845,2833.45,0.1,SKU24656,112.02,2023-12-28
8134,Barbara,Morales,9074053335,barbara.morales@example.com,Other,Single,1574 Conley Forest,Barrymouth,Washington,70082,PRD-3902,4436.11,0.1,SKU19603,75151.92,2024-07-25
8135,Robert,Oliver,8481425956,robert.oliver@yahoo.com,Female,Divorced,17487 Schneider Viaduct Suite 209,East Julia,Delaware,63879,PRD-8491,3219.71,0,SKU70722,41128.59,2023-07-15
8136,Jack,Jordan,8611567705,jack.jordan@example.com,Female,Divorced,539 Martin Brook Apt. 917,Gillberg,Oklahoma,2622,PRD-7377,2207.52,0.2,SKU10259,69337.57,2024-02-16
8137,Jill,Roach,7983451339,jill.roach@yahoo.com,Male,Unknown,067 Wilson Junctions Apt. 509,New Michaelfort,Nebraska,22226,PRD-8956,4216.85,0.2,SKU19606,64618.05,2025-03-11
8138,Jerry,Miller,9009661687,jerry.miller@yahoo.com,Other,M,471 William Fall,West Richard,Illinois,755,PRD-1457,3572.09,0.1,SKU63002,73938.09,2024-12-11
8139,Abigail,Johnson,8794078850,abigail.johnson@outlook.com,Unknown,S,2181 Richard Mission Apt. 809,New Davidborough,Washington,37689,PRD-3911,2667.12,0.2,SKU49458,36257.91,2024-05-07
8140,Vanessa,Olson,7898482170,vanessa.olson@example.com,F,Divorced,90156 Brandy Ford Apt. 091,Loristad,Connecticut,61196,PRD-6984,2567.04,0,SKU35282,9262.03,2025-03-06
8141,Brandy,Wagner,6366899750,brandy.wagner@yahoo.com,female,S,30030 Morales Brooks,Williamview,South Carolina,98778,PRD-3954,1570.96,0,SKU71575,27048.04,2024-12-06
8142,Monica,Sanchez,7751349134,monica.sanchez@outlook.com,Female,single,5062 Danielle Mountain Apt. 530,Port Cassidyport,South Dakota,35020,PRD-2964,1031.51,0.1,SKU58960,93183.72,2025-05-25
8143,Devon,Giles,6334009313,devon.giles@yahoo.com,Unknown,M,13030 Tucker Square Apt. 801,Amyville,Virginia,XXXXX,PRD-4041,1100.35,0.2,SKU96704,72349.05,2024-07-10
8144,Nicole,Juarez,8674524176,nicole.juarez@gmail.com,Female,Married,25683 Hill Walks,Rebeccaburgh,Utah,63868,PRD-1062,4275.07,0.3,SKU60616,68128.05,2024-02-23
8145,Leonard,Baker,8883711192,leonard.baker@example.com,Female,Single,225 Sharon Extensions Apt. 182,West Sandrafurt,Ohio,94400,PRD-8703,670.79,0.1,SKU24249,51132.48,2023-08-10
8146,Robert,Bowman,8680292075,,Male,Unknown,73789 Andrews Parkway,Janiceside,Idaho,15004,PRD-8997,4643.33,0.1,SKU80872,79763.81,2024-06-15
8147,Andrea,Schultz,8392082053,andrea.schultz@gmail.com,female,Divorced,79422 Michael Valleys Suite 704,South Sarah,Ohio,72482,PRD-3616,2453.71,0.1,SKU19480,35574.04,2024-11-17
8148,Jeremiah,Anderson,9899372288,jeremiah.anderson@yahoo.com,Other,S,280 Lindsey Pine,North Johnburgh,Florida,79908,PRD-1230,2331.56,0.2,SKU65791,7823.33,2023-11-06
8149,Cheyenne,Thompson,9551335396,cheyenne.thompson@yahoo.com,male,Single,41189 Michelle Forge Suite 157,Port Jasminetown,Montana,97758,PRD-5977,288.05,0,SKU42756,77360.54,2024-10-04
8150,Sara,Sheppard,9606159057,sara.sheppard@yahoo.com,F,Married,580 Krystal Lock,East Gregoryview,New Mexico,1965,PRD-3816,3215.29,0.1,SKU94173,84135.37,2024-03-05
8151,Gilbert,Chen,9162563331,gilbert.chen@example.com,Male,,6983 Frank Parkway Apt. 117,Tonyton,Indiana,56499,PRD-2710,3947.61,0.2,SKU13452,47222.65,2023-07-06
8152,Vicki,Miles,7805931063,vicki.miles@example.com,Male,Unknown,24137 Hahn Ramp Suite 396,Castroland,Minnesota,79636,PRD-7634,2290.53,0.1,SKU85810,43682.96,2024-07-06
8153,Maria,Shelton,7853665582,maria.shelton@example.com,Male,Married,155 Matthew Freeway,Larryview,Maryland,77892,PRD-3837,2008.85,0,SKU22397,75648.1,2024-04-16
8154,Frank,Ryan,6275363879,frank.ryan@example.com,male,Married,1703 Wright Causeway Apt. 785,New Gerald,New York,96819,PRD-6956,2905,0.1,SKU17121,44241.22,2024-10-21
8155,Walter,Jackson,6694047624,walter.jackson@gmail.com,male,Married,918 Jerry Squares,Christinabury,Wisconsin,62481,PRD-2199,3340.57,0.2,SKU21166,81064.68,2024-11-11
8156,Joseph,Mitchell,6529699872,joseph.mitchell@example.com,M,M,4805 Franklin Key,West Sherryville,New Jersey,97716,PRD-7604,3774.2,0,SKU38699,10480.11,2023-08-09
8157,Denise,Rice,7841697283,denise.rice@example.com,F,Unknown,8424 Sarah Pike Suite 597,Jasonborough,Indiana,85690,PRD-5140,4818.39,0.2,SKU82633,83801.71,2023-11-02
8158,Mary,Castillo,6620733942,mary.castillo@example.com,Other,M,7154 Hernandez Flats,South Tonyafort,Kentucky,52264,PRD-7785,3676.06,0,SKU75564,84336.17,2023-07-21
8159,Joshua,Wagner,,joshua.wagner@outlook.com,Female,M,7928 William Prairie,North Joport,New York,8642,PRD-6711,4624.84,0.1,SKU26783,1236.12,2025-04-07
8160,Colleen,Stewart,6454708183,colleen.stewart@yahoo.com,Unknown,M,1886 James Tunnel Suite 747,Port Cameron,New Mexico,88534,PRD-8802,4382.19,0,SKU11655,10192.12,2025-05-13
8161,Samantha,Murray,7143360058,samantha.murray@example.com,Other,Single,6088 Jessica Courts,Dixonland,Kentucky,69888,PRD-7013,-999,0.2,SKU74572,55254.24,2025-05-04
8162,Melody,Jones,6421325344,melody.jones@yahoo.com,female,M,1373 Kathleen Key Apt. 239,West Eric,Alabama,59575,PRD-9290,1172.3,0.1,SKU87442,48895.33,2025-02-13
8163,Gregory,Barron,9110128500,gregory.barron@yahoo.com,Unknown,M,41123 Johnston Lakes,New Susan,Michigan,14420,PRD-7890,4530.71,0.3,SKU30810,11317.2,2024-12-23
8164,Chad,Robinson,6290687969,chad.robinson@gmail.com,male,Divorced,8585 Catherine Drive,Lake Jefferyberg,New Hampshire,66324,PRD-7403,337.43,0.1,SKU87032,73079.78,2025-02-06
8165,Jennifer,Thomas,9108867593,jennifer.thomas@yahoo.com,male,Married,84173 Baker Lakes,South Howardton,Washington,16438,PRD-8981,1579.73,0.3,SKU35049,60493.64,2024-11-10
8166,Sandra,Watson,9423733405,sandra.watson@yahoo.com,Other,Married,94567 Rachel Station Suite 598,Johnsonfurt,North Carolina,97357,PRD-8653,1145.32,0.2,SKU65254,75310.37,2025-04-30
8167,Ashley,Harris,9499189779,ashley.harris@outlook.com,male,Married,73872 Nicole Stream,South Jonathan,West Virginia,8040,PRD-7801,3857.83,0,SKU37749,2286.6,2023-10-12
8168,Amanda,Mitchell,7125769412,amanda.mitchell@yahoo.com,F,S,2001 Reynolds Land,New Matthew,Massachusetts,12688,PRD-3241,2431.56,0.3,SKU41372,27904.74,2024-02-13
8169,Gregory,Barrett,9975576525,gregory.barrett@example.com,Male,Divorced,595 Fields Isle,Stephenside,California,56675,PRD-7653,713.27,0,SKU62541,43317.44,2025-03-05
8170,Katherine,Velasquez,8065134878,katherine.velasquez@outlook.com,Unknown,Single,2878 Brooks Junction,Dennisland,New Hampshire,27001,PRD-6166,1922.56,0.1,SKU40075,7502.06,2024-11-25
8171,Larry,Sanchez,6100177717,larry.sanchez@example.com,Unknown,Married,00739 Timothy Throughway,West Barryfurt,New York,94570,PRD-1726,3622.35,0,SKU28813,61341.24,2024-04-18
8172,Steven,Fernandez,7432581062,steven.fernandez@gmail.com,F,,1844 Brooke Extensions Suite 564,Jamieton,New Hampshire,96317,PRD-6811,4355.01,0.1,SKU88773,58999.78,2023-09-25
8173,Omar,Bennett,6327114679,omar.bennett@outlook.com,M,Married,079 Morales Landing,North Shelly,Florida,14720,PRD-2175,297.44,0,SKU92135,33541.48,2024-05-18
8174,Tiffany,Holt,8549662654,tiffany.holt@outlook.com,M,single,9008 Jenkins Freeway Apt. 778,West Caitlinfurt,Nevada,50458,PRD-7541,4189.84,0.2,SKU66356,16748.65,2025-02-08
8175,Curtis,Riley,6973899386,curtis.riley@example.com,female,Single,87594 Booker Land Apt. 313,Yangbury,North Carolina,13238,PRD-6494,4985.65,0.3,SKU37467,14980.06,2024-10-05
8176,Allen,Washington,6793895296,allen.washington@example.com,M,single,349 Hensley Plains Apt. 521,Longtown,Tennessee,75068,PRD-8892,2802.67,0,SKU33897,27965.22,2024-09-29
8177,Sherri,Powell,6238861666,sherri.powell@example.com,F,Married,05640 Jasmine Radial,New Michelle,California,99920,PRD-6502,2977.13,0.3,SKU56729,52295.61,2024-08-20
8178,David,Scott,9641123759,david.scott@gmail.com,male,single,6476 Rivera Plain Apt. 122,Jenniferhaven,Kentucky,89939,PRD-1298,2357.93,0.1,SKU15646,74843.33,2025-03-17
8179,Cynthia,Solis,,cynthia.solis@outlook.com,M,Divorced,31362 Justin Route Apt. 593,South Lauraborough,Oklahoma,73490,PRD-1366,2066.01,0.3,SKU23890,36961.16,2024-10-04
8180,Michelle,Smith,7653359458,michelle.smith@example.com,female,Divorced,6115 Johns Key,North Natasha,Texas,53031,PRD-3148,1438.1,0.1,SKU92981,53453.74,2024-09-06
8181,Michael,Sandoval,9014373249,michael.sandoval@outlook.com,Male,S,50491 Rocha Locks,Port Russell,North Dakota,89388,PRD-7058,4944.63,0.1,SKU69484,32864.71,2024-09-21
8182,Allen,Morris,,allen.morris@outlook.com,Female,M,7212 Harris Springs,Krauseshire,South Dakota,73085,PRD-7163,3132.29,0.2,SKU22563,30070.1,2023-06-21
8183,Andrea,Brown,9426340379,andrea.brown@gmail.com,Unknown,S,58657 Sandoval Extension,Feliciaton,Tennessee,56060,PRD-3722,4241.22,0.1,SKU47051,76518.49,2024-12-04
8184,Sandra,Wiley,7720392980,sandra.wiley@outlook.com,Female,Divorced,9093 Jane Square Apt. 281,South Rachelberg,Illinois,29728,PRD-6297,400.8,0.1,SKU65869,4555.77,2024-07-07
8185,Elizabeth,Page,8751251659,elizabeth.page@yahoo.com,male,single,696 Timothy Street,Cheryltown,Nebraska,48781,PRD-7996,3407.92,0.3,SKU65310,49043.82,2025-03-04
8186,Michael,Harris,8561210384,michael.harris@yahoo.com,Unknown,Married,5397 Julie Mission Apt. 090,South Kathleen,Arkansas,15400,PRD-3202,1515.16,0.3,SKU22745,88945.89,2025-02-24
8187,Teresa,Roberts,9383173145,teresa.roberts@gmail.com,Female,M,35641 Bennett Falls Suite 868,Terrifurt,Oregon,11400,PRD-1695,2688.27,0,SKU57260,96157.2,2023-10-29
8188,Wesley,Soto,,wesley.soto@example.com,Male,S,7538 Jordan Parkways,Whiteheadmouth,Maine,97597,PRD-7674,3066.68,0.1,SKU20085,84694.36,2024-01-13
8189,Lauren,Griffith,6954881615,lauren.griffith@example.com,Other,Unknown,4355 Alexander Oval Apt. 835,Michelechester,Minnesota,44771,PRD-6937,2397.14,0.1,SKU32337,90641.9,2023-10-29
8190,Martha,Rodriguez,9067125055,martha.rodriguez@example.com,Unknown,Married,82249 Carter Key,West Eric,Delaware,45636,PRD-1193,3393.08,0.3,SKU50410,92652.23,2024-12-23
8191,Amanda,Rogers,9448853700,amanda.rogers@gmail.com,Unknown,M,16759 Geoffrey Motorway,Scottborough,Kentucky,84544,PRD-5859,3298.81,0.2,SKU89007,4707.92,2025-01-09
8192,Amanda,Merritt,6157848758,amanda.merritt@gmail.com,Unknown,,315 Amanda Union Suite 154,Port Tyler,Montana,94925,PRD-9530,3800.38,0.2,SKU51604,72661.2,2024-08-25
8193,Andrew,Bell,7406943949,andrew.bell@example.com,Male,S,69738 Fisher Prairie,East Sandra,North Carolina,58591,PRD-4015,2337.11,0.2,SKU20990,59356.48,2024-05-25
8194,Robert,Rivera,9122235014,robert.rivera@yahoo.com,Male,single,14915 Rebecca Rue Apt. 907,East Christopherchester,West Virginia,13702,PRD-6496,3930.33,0.3,SKU40037,94941.73,2025-05-13
8195,Lauren,Freeman,6920969952,lauren.freeman@yahoo.com,Female,Single,31976 Roberts Unions Apt. 978,Hopkinsstad,Utah,43621,PRD-3696,4316.6,0,SKU62841,69533.98,2024-02-19
8196,Daniel,Wiggins,8822013369,daniel.wiggins@gmail.com,Unknown,M,67606 Donald Ridge,Port Tracymouth,Nebraska,835,PRD-6349,1963.18,0.1,SKU90401,-145.24,2024-05-27
8197,Taylor,Shelton,6653934596,taylor.shelton@outlook.com,Female,Single,7774 Cynthia Fall Suite 488,East Stevenside,New Mexico,52393,PRD-2144,4170.44,0.1,SKU93407,12728.13,2024-12-30
8198,Glenda,Logan,6385974650,glenda.logan@outlook.com,,single,399 Austin Shoal,Lisaborough,Kansas,5238,PRD-7157,4388.53,0.3,SKU58425,87193.23,2023-11-11
8199,David,Freeman,7092164362,david.freeman@yahoo.com,Other,Divorced,022 Andrea Road,New Louis,Iowa,39382,PRD-8307,3354.75,0.1,SKU94622,26932.59,2024-09-24
8200,Jeffrey,Ryan,9835995280,jeffrey.ryan@gmail.com,Female,S,299 Fernandez Pine Suite 346,West Matthewton,Florida,32304,PRD-3234,4367.34,0,SKU63252,28668.48,2025-01-18
8201,Julie,Bell,7854517749,julie.bell@gmail.com,M,Divorced,7742 Mcdaniel Keys Apt. 697,South Sarahville,Idaho,32597,PRD-5132,4641.65,0.3,SKU30476,37756.49,2024-05-04
8202,Nichole,Walker,7440634521,nichole.walker@gmail.com,female,Unknown,10548 Christopher Extension Apt. 977,West Hannahshire,West Virginia,71785,PRD-5804,3669.87,0,SKU46246,99302.99,2025-02-27
8203,Alexis,Bradley,9722624830,alexis.bradley@yahoo.com,Other,single,89999 Knight Key,Port Michaela,Kansas,46238,PRD-2758,531.94,0.2,SKU37379,7307.64,2023-11-27
8204,Sydney,Suarez,7125850447,,F,Married,0761 Rebecca Union,Jamesborough,Idaho,68585,PRD-7934,2523.47,0.2,SKU89735,31421.34,2024-05-05
8205,Patricia,Macdonald,7150743832,patricia.macdonald@outlook.com,Other,S,3435 Tara Springs,East Mackenziemouth,Nevada,70412,PRD-4018,4283.64,0.3,SKU74097,3321.93,2024-03-31
8206,Lisa,Price,6243827917,lisa.price@outlook.com,Unknown,single,450 Daniel Manor Apt. 759,Andersonhaven,Alabama,69866,PRD-9581,3500.03,0.3,SKU35277,87876.86,2023-07-26
8207,Jennifer,Mitchell,9433802282,jennifer.mitchell@yahoo.com,M,Divorced,44186 Lindsey Mountain,Michellechester,Iowa,88528,PRD-9866,444.96,0.1,SKU65848,3860.62,2024-10-11
8208,Robert,Owens,9584043428,robert.owens@example.com,male,M,0353 David Key,Lake Jason,Virginia,1960,PRD-5033,2829.12,0.3,SKU93554,43080.18,2023-11-16
8209,Michael,Martin,6836471440,michael.martin@example.com,Male,S,74524 George Turnpike,North Valeriebury,Oregon,38513,PRD-2675,47.14,0.1,SKU36685,49315.6,2024-11-03
8210,Cheryl,Smith,8695577099,cheryl.smith@yahoo.com,Male,Unknown,457 Massey Junctions Suite 222,Cobbville,Hawaii,91810,PRD-3460,4975.4,0,SKU90593,92490.66,2025-01-23
8211,Amber,Townsend,9344000033,amber.townsend@example.com,M,Single,0072 Mark Valley Apt. 875,Port Jasminefurt,Kansas,51039,PRD-9128,2336.51,0.3,SKU68621,92523.61,2024-10-02
8212,Taylor,Smith,7553991480,taylor.smith@outlook.com,female,Married,469 Tate Ville,Ashleyshire,Louisiana,77000,PRD-3265,4973.33,0.2,SKU85394,68220.24,2025-05-03
8213,Shaun,Hayes,8133436062,shaun.hayes@example.com,Female,Married,04205 Debra Ford Suite 356,East Michaelmouth,Texas,14601,PRD-2031,3684.7,0.3,SKU69843,50778.03,2024-04-22
8214,Susan,Bowman,7606613236,susan.bowman@gmail.com,female,Single,2900 Martinez Shoals,Stanleyport,Texas,50139,PRD-1474,2934.25,0.1,SKU56958,37298.04,2023-10-23
8215,Martin,Thompson,9663444389,martin.thompson@yahoo.com,male,Married,96607 Moreno View,North Nathanburgh,South Dakota,35508,PRD-7648,3822.17,0.2,SKU54576,73186.62,2023-12-18
8216,Gregory,Bauer,6235131638,gregory.bauer@yahoo.com,Male,S,582 Greer Alley Apt. 146,Vancebury,Alaska,27940,PRD-5064,130.91,0,SKU14387,23498.87,2023-12-10
8217,Steven,Harrell,6003338009,steven.harrell@yahoo.com,Female,Married,5648 Stephanie Prairie Suite 350,North Gabrielle,Vermont,33806,PRD-8930,4624.43,0,SKU97099,62243.92,2024-11-25
8218,Corey,Johnson,7803768734,corey.johnson@example.com,M,Married,51401 Anthony Alley,Sandramouth,Idaho,59454,PRD-5812,453.41,0.1,SKU91631,65940.06,2025-04-09
8219,Kathleen,Parker,6285142370,kathleen.parker@gmail.com,Other,Divorced,311 Anthony Mall,South Sandra,Arizona,67888,PRD-3556,4484.98,0,SKU74943,16696.03,2023-06-02
8220,Yolanda,Skinner,7218807211,yolanda.skinner@outlook.com,female,Single,468 James Trace,Anthonyborough,Rhode Island,48384,PRD-6591,4221.75,0,SKU14704,93833.79,2024-04-03
8221,Lisa,Henry,7109073770,lisa.henry@yahoo.com,Female,Unknown,431 Wendy Drive,Lake Cliffordmouth,Nevada,25690,PRD-2519,2198.23,0.1,SKU97030,4529.8,2025-02-08
8222,Taylor,Anderson,7001775645,taylor.anderson@outlook.com,Other,Divorced,086 Ruben Shore Apt. 293,Wadeland,Oregon,62533,PRD-1668,1676.09,0.2,SKU95522,21536.89,2024-09-03
8223,William,Rios,8781908618,william.rios@outlook.com,Female,single,226 Hale Street Suite 462,Christinamouth,Florida,28145,PRD-8991,1425.45,0.3,SKU17718,42676.98,2024-07-23
8224,Deborah,Sanchez,7727603347,deborah.sanchez@outlook.com,F,M,46757 Joshua Ridges Apt. 636,South Jacobburgh,New Mexico,61348,PRD-4015,2538.92,0.2,SKU59260,93457.22,2025-05-17
8225,John,White,8801412115,john.white@yahoo.com,Female,Divorced,672 Oconnor Summit,West Meganberg,Arizona,59848,PRD-2310,4856.39,0.3,SKU27946,35284.26,2024-07-13
8226,Corey,Bradshaw,7155428356,corey.bradshaw@gmail.com,Unknown,S,53303 Henderson Rapids,Lake Elizabeth,Minnesota,40033,PRD-1806,2160.24,0.3,SKU37720,70446.77,2025-01-14
8227,Emily,Pugh,9573336321,emily.pugh@gmail.com,female,S,9264 Catherine Mountains,Dodsonburgh,Ohio,88439,PRD-1999,3757.23,0,SKU84707,42286.29,2024-06-15
8228,Thomas,Clark,6429107676,thomas.clark@outlook.com,male,Married,98219 Mckenzie Ford Suite 257,Port Linda,Indiana,27506,PRD-3890,2283.17,0.3,SKU63266,76129.56,2024-06-11
8229,Joyce,Davis,9620458117,joyce.davis@yahoo.com,F,Single,07124 David Bridge,Port Markport,Vermont,39864,PRD-2023,2908.51,0.2,SKU99372,15090.29,2024-11-16
8230,Thomas,Fisher,9699428943,thomas.fisher@gmail.com,Male,Married,7035 Kline Curve Apt. 512,Antoniochester,Mississippi,1239,PRD-8761,595.52,0.3,SKU35167,42617.89,2025-05-15
8231,Selena,Daniel,8107456393,selena.daniel@yahoo.com,Male,Divorced,87643 Kimberly Alley,Jonestown,New Mexico,45419,PRD-8921,3968.93,0.2,SKU18649,9971.45,2023-11-15
8232,Megan,Mckenzie,6567804551,megan.mckenzie@gmail.com,male,Unknown,3190 Cruz Islands,Port Justin,Pennsylvania,69171,PRD-8100,3730.14,0.2,SKU65027,218.51,2024-06-17
8233,Laura,Stein,8523783829,laura.stein@example.com,M,Married,2476 Jason Walk Suite 955,East Jill,Ohio,88004,PRD-4115,4327.73,0.3,SKU57704,9566.39,2024-10-18
8234,Felicia,Bryant,6402478213,felicia.bryant@gmail.com,F,Divorced,25331 Peterson Heights Apt. 260,New Lancemouth,Alaska,14908,PRD-9823,2144.84,0,SKU35492,32957.6,2023-09-14
8235,Heidi,Vincent,7266742035,heidi.vincent@gmail.com,male,single,59829 Howard River Suite 232,South Robertstad,New Mexico,22303,PRD-1156,3358.91,0,SKU56625,37571.79,2025-03-03
8236,Laura,Cooper,7929679469,laura.cooper@outlook.com,,single,60778 Jordan Turnpike Apt. 556,Mitchellfort,New Hampshire,56539,PRD-8626,4742.31,0,SKU14725,60549.03,2023-06-05
8237,Ronald,Collins,7089093909,ronald.collins@yahoo.com,male,S,297 White Brook,Lake Larry,Arizona,41451,PRD-7776,1045.93,0.3,SKU18902,43185.8,2023-12-27
8238,Nathaniel,Cooper,6851870326,nathaniel.cooper@gmail.com,male,Single,9458 May Bypass Suite 194,Markland,Vermont,21474,PRD-2330,1503.04,0.2,SKU35144,53878.12,2023-10-02
8239,Timothy,Gutierrez,6338583541,timothy.gutierrez@outlook.com,female,Unknown,7728 Rodriguez Island Suite 579,North Aprilville,Mississippi,61505,PRD-5519,288.25,0.2,SKU72500,71311.57,2024-06-28
8240,Andrew,Murphy,6440843411,andrew.murphy@outlook.com,Female,Married,8597 Roger Orchard,Rachelstad,Kentucky,94472,PRD-5115,919.61,0.3,SKU58469,56598.94,2024-09-18
8241,Erica,Bailey,9743409203,erica.bailey@yahoo.com,Other,Single,888 Walter Pike,Edwardborough,Alaska,3400,PRD-4002,4874.47,0.1,SKU71644,29914.79,2024-11-13
8242,Katie,Gaines,6335883493,katie.gaines@gmail.com,Female,Divorced,9967 Tyler Ridges,New Darrell,Arkansas,97610,PRD-9487,1927.48,0,SKU76617,83570,2023-10-25
8243,Thomas,Johnson,6563307729,thomas.johnson@outlook.com,female,single,6404 Barker Rapid,Lake Jennifer,North Dakota,4704,PRD-9532,581.5,0.2,SKU84995,73809.94,2024-05-31
8244,Jessica,Freeman,,jessica.freeman@example.com,Unknown,Unknown,514 Jonathan Street Suite 171,Davidstad,Tennessee,40080,PRD-1937,4291.06,0.1,SKU13589,73670.69,2024-11-19
8245,Jill,Case,8393629181,jill.case@yahoo.com,Unknown,M,73725 Jose Mountain Apt. 806,,Kentucky,42861,PRD-8357,214.29,0,SKU28985,7153.92,2025-01-02
8246,Megan,Maldonado,7578767032,megan.maldonado@gmail.com,Female,Divorced,995 Laura Center,Leefort,Kentucky,38492,PRD-8636,4814.27,0.3,SKU43946,79442.38,2023-09-01
